,Date,Trading_Strategy,Transaction_Type,Stock_price,Transaction_amount,Return_money,Rate_of_Return
83,2022-06-01,MA5&TRIMA5^MA5&TRIMA5,1,19.7999992371,22000.0,,
84,2022-01-17,MA5&TRIMA5^SMA5&TRIMA5,1,20.7999992371,22000.0,,
85,2022-06-15,MA5&TRIMA5^SMA5&TRIMA5,-1,21.1499996185,22000.0,370.0,0.01681818181818182
86,2022-06-20,MA5&TRIMA5^SMA5&TRIMA5,1,19.4500007629,22000.0,,
87,2022-06-29,MA5&TRIMA5^SMA5&TRIMA5,-1,20.0,22000.0,622.0,0.028272727272727272
88,2022-07-05,MA5&TRIMA5^SMA5&TRIMA5,1,19.1499996185,22000.0,,
89,2022-01-19,MA5&TRIMA5^SMA5&TRIMA5,-1,20.8500003815,22000.0,1953.0,0.08877272727272727
90,2022-07-07,MA5&TRIMA5^SMA5&TRIMA5,-1,19.1000003815,22000.0,-57.0,-0.0025909090909090908
91,2022-07-13,MA5&TRIMA5^SMA5&TRIMA5,1,17.7999992371,22000.0,,
92,2022-07-18,MA5&TRIMA5^SMA5&TRIMA5,-1,18.2000007629,22000.0,494.0,0.022454545454545456
93,2022-07-21,MA5&TRIMA5^SMA5&TRIMA5,1,19.25,22000.0,,
94,2022-07-25,MA5&TRIMA5^SMA5&TRIMA5,-1,18.7000007629,22000.0,-628.0,-0.028545454545454544
95,2022-07-27,MA5&TRIMA5^SMA5&TRIMA5,1,18.6499996185,22000.0,,
96,2022-08-02,MA5&TRIMA5^SMA5&TRIMA5,-1,19.1000003815,22000.0,530.0,0.02409090909090909
97,2022-01-21,MA5&TRIMA5^SMA5&TRIMA5,1,21.3500003815,22000.0,,
98,2022-08-05,MA5&TRIMA5^SMA5&TRIMA5,1,18.8999996185,22000.0,,
99,2022-08-09,MA5&TRIMA5^SMA5&TRIMA5,-1,19.1000003815,22000.0,232.0,0.010545454545454545
100,2022-08-10,MA5&TRIMA5^SMA5&TRIMA5,1,19.1499996185,22000.0,,
101,2022-08-11,MA5&TRIMA5^SMA5&TRIMA5,-1,19.1000003815,22000.0,-57.0,-0.0025909090909090908
102,2022-08-15,MA5&TRIMA5^SMA5&TRIMA5,1,19.6499996185,22000.0,,
103,2022-01-24,MA5&TRIMA5^SMA5&TRIMA5,-1,20.9500007629,22000.0,1455.0,0.06613636363636363
104,2022-08-17,MA5&TRIMA5^SMA5&TRIMA5,-1,19.7000007629,22000.0,55.0,0.0025
