,Date,close,BOP^BOP,MA5&TRIMA5^MA5&TRIMA5,MA5&TRIMA5^SMA5&TRIMA5,SMA5&TRIMA5^MA5&TRIMA5,SMA5&TRIMA5^SMA5&TRIMA5,EMA60&WMA60^KAMA10&TRIMA60,EMA60&WMA60^KAMA10&WMA60,EMA60&WMA60^KAMA20&EMA60,EMA60&WMA60^MA20&EMA60,EMA60&WMA60^MA20&TRIMA60,EMA60&WMA60^SMA20&EMA60,EMA60&WMA60^TRIMA20&EMA60,EMA60&WMA60^WMA20&EMA60,EMA60&WMA60^DEMA60&EMA60,EMA60&WMA60^DEMA60&WMA60
567,2010-12-27,60.4500007629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,2010-12-28,60.3499984741,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,2010-12-29,60.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
570,2010-12-30,60.7999992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,2010-12-31,61.4000015259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,2011-01-03,61.4500007629,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,2010-09-10,55.25,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
574,2011-01-04,61.2999992371,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
575,2011-01-05,60.2999992371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,2011-01-06,60.2000007629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,2011-01-07,59.6500015259,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
578,2011-01-10,59.8499984741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,2011-01-11,60.8499984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,2011-01-12,61.0999984741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,2011-01-13,61.0499992371,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
582,2011-01-14,61.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,2011-01-17,60.8499984741,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
